,_id,temperatura,data_coleta,alarm,Alerta
0,5dc06088190459ef9dc0901b,18.19005268909003,2019-11-04 15:31:52.843,Frio,False
1,5dc06089190459ef9dc0901c,22.90544311341274,2019-11-04 15:31:53.847,Normal,False
2,5dc0608a190459ef9dc0901d,25.235211481150973,2019-11-04 15:31:54.842,Normal,False
3,5dc0608b190459ef9dc0901e,25.856286573127907,2019-11-04 15:31:55.857,Normal,False
4,5dc0608c190459ef9dc0901f,17.10713752259437,2019-11-04 15:31:56.850,Frio,False
5,5dc0608d190459ef9dc09020,22.769073408329255,2019-11-04 15:31:57.858,Normal,False
6,5dc0608e190459ef9dc09021,28.599008816830903,2019-11-04 15:31:58.859,Quente,True
7,5dc0608f190459ef9dc09022,27.174476195580734,2019-11-04 15:31:59.864,Normal,False
8,5dc06090190459ef9dc09023,28.83353731353564,2019-11-04 15:32:00.864,Quente,True
9,5dc06091190459ef9dc09024,27.423611453686632,2019-11-04 15:32:01.874,Normal,False
10,5dc06092190459ef9dc09025,17.443084400864475,2019-11-04 15:32:02.873,Frio,False
11,5dc06093190459ef9dc09026,22.39689227818728,2019-11-04 15:32:03.875,Normal,False
12,5dc06094190459ef9dc09027,21.31618382481416,2019-11-04 15:32:04.878,Normal,False
13,5dc06095190459ef9dc09028,17.142910400365672,2019-11-04 15:32:05.875,Frio,False
14,5dc06096190459ef9dc09029,29.359304579684764,2019-11-04 15:32:06.876,Quente,True
15,5dc06097190459ef9dc0902a,26.731626983052873,2019-11-04 15:32:07.887,Normal,False
16,5dc06098190459ef9dc0902b,24.429974969281318,2019-11-04 15:32:08.879,Normal,False
17,5dc06099190459ef9dc0902c,24.752298976290163,2019-11-04 15:32:09.887,Normal,False
18,5dc0609a190459ef9dc0902d,16.01920780912206,2019-11-04 15:32:10.891,Frio,False
19,5dc0609b190459ef9dc0902e,16.6161012796292,2019-11-04 15:32:11.894,Frio,False
20,5dc0609c190459ef9dc0902f,24.304496306017047,2019-11-04 15:32:12.890,Normal,False
21,5dc0609d190459ef9dc09030,23.612563532713878,2019-11-04 15:32:13.890,Normal,False
22,5dc0609e190459ef9dc09031,24.51670746926287,2019-11-04 15:32:14.899,Normal,False
23,5dc0609f190459ef9dc09032,20.51263421565635,2019-11-04 15:32:15.906,Normal,False
24,5dc060a0190459ef9dc09033,26.654913224537854,2019-11-04 15:32:16.900,Normal,False
25,5dc060a1190459ef9dc09034,23.92308794102835,2019-11-04 15:32:17.903,Normal,False
26,5dc060a2190459ef9dc09035,27.454474153533504,2019-11-04 15:32:18.904,Normal,False
27,5dc060a3190459ef9dc09036,19.29617135706482,2019-11-04 15:32:19.916,Normal,False
28,5dc060a4190459ef9dc09037,19.277756130944006,2019-11-04 15:32:20.909,Normal,False
29,5dc060a5190459ef9dc09038,25.77492564193112,2019-11-04 15:32:21.908,Normal,False
30,5dc060a6190459ef9dc09039,20.5040868574934,2019-11-04 15:32:22.909,Normal,False
31,5dc060a7190459ef9dc0903a,27.12378092120957,2019-11-04 15:32:23.922,Normal,False
32,5dc060a8190459ef9dc0903b,20.9772908071873,2019-11-04 15:32:24.919,Normal,False
33,5dc060a9190459ef9dc0903c,23.055206731021016,2019-11-04 15:32:25.921,Normal,False
34,5dc060aa190459ef9dc0903d,15.445141459722615,2019-11-04 15:32:26.920,Frio,False
35,5dc060ab190459ef9dc0903e,16.57435942262833,2019-11-04 15:32:27.922,Frio,False
36,5dc060ac190459ef9dc0903f,20.826199733379532,2019-11-04 15:32:28.924,Normal,False
37,5dc060ad190459ef9dc09040,20.763719061128548,2019-11-04 15:32:29.926,Normal,False
38,5dc060ae190459ef9dc09041,27.943351750503886,2019-11-04 15:32:30.937,Normal,False
39,5dc060af190459ef9dc09042,19.994200316905335,2019-11-04 15:32:31.936,Normal,False
40,5dc060b0190459ef9dc09043,26.3929865950492,2019-11-04 15:32:32.936,Normal,False
41,5dc060b1190459ef9dc09044,26.21999087520441,2019-11-04 15:32:33.940,Normal,False
42,5dc060b2190459ef9dc09045,29.210726378667975,2019-11-04 15:32:34.941,Quente,True
43,5dc060b3190459ef9dc09046,18.849732326112395,2019-11-04 15:32:35.941,Frio,False
44,5dc060b4190459ef9dc09047,24.99645159886729,2019-11-04 15:32:36.944,Normal,False
45,5dc060b5190459ef9dc09048,18.77397473352771,2019-11-04 15:32:37.948,Frio,False
46,5dc060b6190459ef9dc09049,17.910792128391257,2019-11-04 15:32:38.947,Frio,False
47,5dc060b7190459ef9dc0904a,23.342370848980295,2019-11-04 15:32:39.952,Normal,False
48,5dc060b8190459ef9dc0904b,29.929599604149523,2019-11-04 15:32:40.951,Quente,True
49,5dc060b9190459ef9dc0904c,25.574055900070512,2019-11-04 15:32:41.952,Normal,False
50,5dc060ba190459ef9dc0904d,26.641828739198395,2019-11-04 15:32:42.957,Normal,False
51,5dc060bb190459ef9dc0904e,29.841369993810268,2019-11-04 15:32:43.957,Quente,True
52,5dc060bc190459ef9dc0904f,19.542296467186347,2019-11-04 15:32:44.961,Normal,False
53,5dc060bd190459ef9dc09050,22.67145828543428,2019-11-04 15:32:45.965,Normal,False
54,5dc060be190459ef9dc09051,22.069599597113417,2019-11-04 15:32:46.969,Normal,False
55,5dc060bf190459ef9dc09052,23.232327945444638,2019-11-04 15:32:47.968,Normal,False
56,5dc060c0190459ef9dc09053,25.160533437808425,2019-11-04 15:32:48.984,Normal,False
57,5dc060c1190459ef9dc09054,27.42489679026424,2019-11-04 15:32:49.972,Normal,False
58,5dc060c2190459ef9dc09055,17.558884798014528,2019-11-04 15:32:50.977,Frio,False
59,5dc060c3190459ef9dc09056,19.06771697877975,2019-11-04 15:32:51.976,Normal,False
60,5dc060c4190459ef9dc09057,26.40658664803117,2019-11-04 15:32:52.977,Normal,False
61,5dc060c5190459ef9dc09058,29.022559158685887,2019-11-04 15:32:53.983,Quente,True
62,5dc060c6190459ef9dc09059,19.02486082393171,2019-11-04 15:32:54.984,Normal,False
63,5dc060c7190459ef9dc0905a,21.619692750572906,2019-11-04 15:32:55.985,Normal,False
64,5dc060c8190459ef9dc0905b,19.388831302646555,2019-11-04 15:32:56.985,Normal,False
65,5dc060c9190459ef9dc0905c,17.60687649254577,2019-11-04 15:32:57.990,Frio,False
66,5dc060ca190459ef9dc0905d,18.173336376061123,2019-11-04 15:32:58.996,Frio,False
67,5dc060cb190459ef9dc0905e,23.757602704882597,2019-11-04 15:32:59.997,Normal,False
68,5dc060cd190459ef9dc0905f,23.524096850847393,2019-11-04 15:33:01.004,Normal,False
69,5dc060cd190459ef9dc09060,26.107669028343174,2019-11-04 15:33:01.999,Normal,False
70,5dc060cf190459ef9dc09061,21.680230541314163,2019-11-04 15:33:03.009,Normal,False
71,5dc060d0190459ef9dc09062,24.08035361343321,2019-11-04 15:33:04.007,Normal,False
72,5dc060d1190459ef9dc09063,19.51692684719963,2019-11-04 15:33:05.007,Normal,False
73,5dc060d2190459ef9dc09064,21.751132613431967,2019-11-04 15:33:06.014,Normal,False
74,5dc060d3190459ef9dc09065,16.84406215889557,2019-11-04 15:33:07.010,Frio,False
75,5dc060d4190459ef9dc09066,16.02691287290269,2019-11-04 15:33:08.024,Frio,False
76,5dc060d5190459ef9dc09067,29.317079766673857,2019-11-04 15:33:09.019,Quente,True
77,5dc060d6190459ef9dc09068,19.13516551057674,2019-11-04 15:33:10.020,Normal,False
78,5dc060d7190459ef9dc09069,22.97614264817549,2019-11-04 15:33:11.021,Normal,False
79,5dc060d8190459ef9dc0906a,24.85164035272306,2019-11-04 15:33:12.027,Normal,False
80,5dc060d9190459ef9dc0906b,27.30203560238902,2019-11-04 15:33:13.031,Normal,False
81,5dc060da190459ef9dc0906c,24.106886371711127,2019-11-04 15:33:14.029,Normal,False
82,5dc060db190459ef9dc0906d,20.286012209060814,2019-11-04 15:33:15.031,Normal,False
83,5dc060dc190459ef9dc0906e,23.522094830092406,2019-11-04 15:33:16.038,Normal,False
84,5dc060dd190459ef9dc0906f,24.86514895620629,2019-11-04 15:33:17.043,Normal,False
85,5dc060de190459ef9dc09070,23.835905308054627,2019-11-04 15:33:18.045,Normal,False
86,5dc060df190459ef9dc09071,21.085363930102638,2019-11-04 15:33:19.067,Normal,False
87,5dc060e0190459ef9dc09072,27.641217066258566,2019-11-04 15:33:20.064,Normal,False
88,5dc060e1190459ef9dc09073,29.793705745130175,2019-11-04 15:33:21.046,Quente,True
89,5dc060e2190459ef9dc09074,16.87231388899676,2019-11-04 15:33:22.059,Frio,False
90,5dc060e3190459ef9dc09075,27.888749197396727,2019-11-04 15:33:23.058,Normal,False
91,5dc060e4190459ef9dc09076,25.407188012752712,2019-11-04 15:33:24.059,Normal,False
92,5dc060e5190459ef9dc09077,20.781358191477658,2019-11-04 15:33:25.064,Normal,False
93,5dc060e6190459ef9dc09078,20.608670432585072,2019-11-04 15:33:26.065,Normal,False
94,5dc060e7190459ef9dc09079,20.700859001784607,2019-11-04 15:33:27.073,Normal,False
95,5dc060e8190459ef9dc0907a,24.206507193098272,2019-11-04 15:33:28.069,Normal,False
96,5dc060e9190459ef9dc0907b,24.10948806224851,2019-11-04 15:33:29.073,Normal,False
97,5dc060ea190459ef9dc0907c,21.904948448681655,2019-11-04 15:33:30.073,Normal,False
98,5dc060eb190459ef9dc0907d,22.324838973989387,2019-11-04 15:33:31.077,Normal,False
99,5dc060ec190459ef9dc0907e,18.352722812168505,2019-11-04 15:33:32.079,Frio,False
100,5dc060ed190459ef9dc0907f,15.629474688782558,2019-11-04 15:33:33.081,Frio,False
101,5dc060ee190459ef9dc09080,28.606168777659704,2019-11-04 15:33:34.086,Quente,True
102,5dc060ef190459ef9dc09081,18.66314777144001,2019-11-04 15:33:35.085,Frio,False
103,5dc060f0190459ef9dc09082,16.75288491766549,2019-11-04 15:33:36.092,Frio,False
104,5dc060f1190459ef9dc09083,23.76973221935861,2019-11-04 15:33:37.091,Normal,False
105,5dc060f2190459ef9dc09084,19.038338246813026,2019-11-04 15:33:38.096,Normal,False
106,5dc060f3190459ef9dc09085,16.08825636766115,2019-11-04 15:33:39.097,Frio,False
107,5dc060f4190459ef9dc09086,20.525693403788267,2019-11-04 15:33:40.097,Normal,False
108,5dc060f5190459ef9dc09087,23.109459938243514,2019-11-04 15:33:41.102,Normal,False
109,5dc060f6190459ef9dc09088,24.885234379375156,2019-11-04 15:33:42.104,Normal,False
110,5dc060f7190459ef9dc09089,17.857602052181406,2019-11-04 15:33:43.110,Frio,False
111,5dc060f8190459ef9dc0908a,21.040022207993104,2019-11-04 15:33:44.115,Normal,False
112,5dc060f9190459ef9dc0908b,28.93052016275506,2019-11-04 15:33:45.120,Quente,True
113,5dc060fa190459ef9dc0908c,25.154321490391276,2019-11-04 15:33:46.120,Normal,False
114,5dc060fb190459ef9dc0908d,29.024125577293265,2019-11-04 15:33:47.120,Quente,True
115,5dc060fc190459ef9dc0908e,15.643615884928364,2019-11-04 15:33:48.124,Frio,False
116,5dc060fd190459ef9dc0908f,19.47483625948521,2019-11-04 15:33:49.137,Normal,False
117,5dc060fe190459ef9dc09090,24.428622018295698,2019-11-04 15:33:50.128,Normal,False
118,5dc060ff190459ef9dc09091,25.70233692165752,2019-11-04 15:33:51.130,Normal,False
119,5dc06100190459ef9dc09092,25.762717420169796,2019-11-04 15:33:52.133,Normal,False
120,5dc06101190459ef9dc09093,15.815776939693748,2019-11-04 15:33:53.136,Frio,False
121,5dc06102190459ef9dc09094,26.168011004788717,2019-11-04 15:33:54.139,Normal,False
122,5dc06103190459ef9dc09095,21.325196642827674,2019-11-04 15:33:55.143,Normal,False
123,5dc06104190459ef9dc09096,18.58977344786302,2019-11-04 15:33:56.146,Frio,False
124,5dc06105190459ef9dc09097,21.96610009481908,2019-11-04 15:33:57.148,Normal,False
125,5dc06106190459ef9dc09098,19.376084490777444,2019-11-04 15:33:58.151,Normal,False
126,5dc06107190459ef9dc09099,28.447737269470096,2019-11-04 15:33:59.171,Quente,True
127,5dc06108190459ef9dc0909a,28.44529175612268,2019-11-04 15:34:00.159,Quente,True
128,5dc06109190459ef9dc0909b,20.469084753924204,2019-11-04 15:34:01.160,Normal,False
129,5dc0610a190459ef9dc0909c,23.992938484206896,2019-11-04 15:34:02.164,Normal,False
